🕘️更新时间,#genre#
CCTV-9,http://42.49.176.207:808/hls/10/index.m3u8
CCTV-9,http://59.45.161.118:8877/hls/9/index.m3u8
CCTV-9,http://210.76.37.57:1234/hls/19/index.m3u8
CCTV-9,http://114.252.114.191:8899/hls/9/index.m3u8
CCTV-10,http://58.255.201.222:808/hls/10/index.m3u8
CCTV-10,http://123.14.80.113:8888/hls/10/index.m3u8
CCTV-10,http://111.14.186.11:5009/hls/10/index.m3u8
CCTV-10,http://114.252.121.120:8899/hls/10/index.m3u8
CCTV-10,http://42.49.176.207:808/hls/11/index.m3u8
CCTV-10,http://210.76.37.57:1234/hls/20/index.m3u8
CCTV-10,http://59.45.161.118:8877/hls/10/index.m3u8
CCTV-10,http://183.129.255.66:8480/hls/11/index.m3u8
CCTV-10,http://60.16.0.36:5757/hls/11/index.m3u8
CCTV-10,http://106.46.169.202:9000/hls/10/index.m3u8
CCTV-11,http://111.14.186.11:5009/hls/11/index.m3u8
CCTV-11,http://58.255.201.222:808/hls/11/index.m3u8
CCTV-11,http://183.129.255.66:8480/hls/12/index.m3u8
CCTV-11,http://114.252.114.191:8899/hls/11/index.m3u8
CCTV-11,http://221.13.232.246:1999/hls/11/index.m3u8
CCTV-11,http://59.45.161.118:8877/hls/11/index.m3u8
CCTV-11,http://114.252.121.120:8899/hls/11/index.m3u8
CCTV-11,http://60.16.0.36:5757/hls/12/index.m3u8
CCTV-11,http://222.85.50.229:6070/hls/11/index.m3u8
CCTV-11,http://106.46.169.202:9000/hls/11/index.m3u8
CCTV-12,http://123.14.80.113:8888/hls/12/index.m3u8
CCTV-12,http://114.252.114.191:8899/hls/12/index.m3u8
CCTV-12,http://111.14.186.11:5009/hls/12/index.m3u8
CCTV-12,http://58.255.201.222:808/hls/12/index.m3u8
CCTV-12,http://59.45.161.118:8877/hls/12/index.m3u8
CCTV-12,http://183.129.255.66:8480/hls/13/index.m3u8
CCTV-12,http://114.252.121.120:8899/hls/12/index.m3u8
CCTV-12,http://106.46.169.202:9000/hls/12/index.m3u8
CCTV-12,http://210.76.37.57:1234/hls/22/index.m3u8
CCTV-12,http://60.16.0.36:5757/hls/13/index.m3u8
CCTV-13,http://111.14.186.11:5009/hls/13/index.m3u8
CCTV-13,http://222.85.50.229:6070/hls/13/index.m3u8
CCTV-13,http://58.255.201.222:808/hls/13/index.m3u8
CCTV-13,http://114.252.114.191:8899/hls/13/index.m3u8
CCTV-13,http://221.13.232.246:1999/hls/13/index.m3u8
CCTV-13,http://114.252.121.120:8899/hls/13/index.m3u8
CCTV-13,http://123.14.80.113:8888/hls/13/index.m3u8
CCTV-13,http://183.129.255.66:8480/hls/14/index.m3u8
CCTV-13,http://60.16.0.36:5757/hls/14/index.m3u8
CCTV-13,http://59.45.161.118:8877/hls/13/index.m3u8
CCTV-14,http://111.14.186.11:5009/hls/14/index.m3u8
CCTV-14,http://183.129.255.66:8480/hls/15/index.m3u8
CCTV-14,http://114.252.121.120:8899/hls/14/index.m3u8
CCTV-14,http://58.255.201.222:808/hls/14/index.m3u8
CCTV-14,http://59.45.161.118:8877/hls/14/index.m3u8
CCTV-14,http://114.252.114.191:8899/hls/14/index.m3u8
CCTV-14,http://222.85.50.229:6070/hls/14/index.m3u8
CCTV-14,http://60.16.0.36:5757/hls/15/index.m3u8
CCTV-14,http://210.76.37.57:1234/hls/24/index.m3u8
CCTV-14,http://123.14.80.113:8888/hls/14/index.m3u8
CCTV-15,http://111.14.186.11:5009/hls/15/index.m3u8
CCTV-15,http://183.129.255.66:8480/hls/16/index.m3u8
CCTV-15,http://114.252.121.120:8899/hls/15/index.m3u8
CCTV-15,http://59.45.161.118:8877/hls/15/index.m3u8
CCTV-15,http://222.85.50.229:6070/hls/15/index.m3u8
CCTV-15,http://221.13.232.130:1999/hls/15/index.m3u8
CCTV-15,http://123.14.80.113:8888/hls/15/index.m3u8
CCTV-15,http://221.13.232.246:1999/hls/15/index.m3u8
CCTV-15,http://58.255.201.222:808/hls/15/index.m3u8
CCTV-15,http://114.252.114.191:8899/hls/15/index.m3u8
CCTV-16,http://183.129.255.66:8480/hls/17/index.m3u8
CCTV-16,http://210.76.37.57:1234/hls/26/index.m3u8
CCTV-17,http://58.255.201.222:808/hls/17/index.m3u8
CCTV-17,http://183.129.255.66:8480/hls/18/index.m3u8
CCTV-17,http://59.45.161.118:8877/hls/16/index.m3u8
CCTV-17,http://210.76.37.57:1234/hls/27/index.m3u8
CETV-1,http://58.255.201.222:808/hls/44/index.m3u8
CETV-1,http://60.16.0.36:5757/hls/37/index.m3u8
风云音乐,http://210.76.37.57:1234/hls/93/index.m3u8
风云音乐,http://60.16.0.36:5757/hls/40/index.m3u8
世界地理,http://219.139.124.61:8089/hls/38/index.m3u8
CGTN,http://123.14.80.113:8888/hls/16/index.m3u8

📡卫视频道,#genre#
浙江卫视,http://111.14.186.11:5009/hls/26/index.m3u8
浙江卫视,http://114.252.121.120:8899/hls/29/index.m3u8
浙江卫视,http://123.14.80.113:8888/hls/22/index.m3u8
浙江卫视,http://210.76.37.57:1234/hls/36/index.m3u8
浙江卫视,http://222.142.185.10:9003/hls/10/index.m3u8
浙江卫视,http://222.85.50.229:6070/hls/19/index.m3u8
浙江卫视,http://114.252.114.191:8899/hls/29/index.m3u8
浙江卫视,http://222.142.185.10:8888/hls/10/index.m3u8
浙江卫视,http://183.129.255.66:8480/hls/27/index.m3u8
浙江卫视,http://61.182.89.14:808/hls/26/index.m3u8
东方卫视,http://111.14.186.11:5009/hls/27/index.m3u8
东方卫视,http://222.142.185.10:9003/hls/11/index.m3u8
东方卫视,http://222.142.187.230:8888/hls/11/index.m3u8
东方卫视,http://183.129.255.66:8480/hls/30/index.m3u8
东方卫视,http://58.255.201.222:808/hls/37/index.m3u8
东方卫视,http://106.46.169.202:9000/hls/15/index.m3u8
东方卫视,http://123.14.80.113:8888/hls/24/index.m3u8
东方卫视,http://222.142.185.10:8888/hls/11/index.m3u8
东方卫视,http://210.76.37.57:1234/hls/35/index.m3u8
东方卫视,http://42.49.176.207:808/hls/33/index.m3u8
湖南卫视,http://111.14.186.11:5009/hls/25/index.m3u8
湖南卫视,http://58.255.201.222:808/hls/28/index.m3u8
湖南卫视,http://114.252.121.120:8899/hls/25/index.m3u8
湖南卫视,http://183.129.255.66:8480/hls/32/index.m3u8
湖南卫视,http://60.16.0.36:5757/hls/29/index.m3u8
湖南卫视,http://59.45.161.118:8877/hls/20/index.m3u8
湖南卫视,http://123.14.80.113:8888/hls/20/index.m3u8
湖南卫视,http://42.49.176.207:808/hls/18/index.m3u8
湖南卫视,http://106.46.169.202:9000/hls/27/index.m3u8
湖南卫视,http://61.182.89.14:808/hls/19/index.m3u8
北京卫视,http://222.142.187.230:8888/hls/18/index.m3u8
北京卫视,http://183.129.255.66:8480/hls/29/index.m3u8
北京卫视,http://221.13.232.246:1999/hls/21/index.m3u8
北京卫视,http://222.142.187.230:9003/hls/18/index.m3u8
北京卫视,http://58.255.201.222:808/hls/31/index.m3u8
北京卫视,http://222.142.185.10:9003/hls/18/index.m3u8
北京卫视,http://123.14.80.113:8888/hls/23/index.m3u8
北京卫视,http://210.76.37.57:1234/hls/32/index.m3u8
北京卫视,http://222.142.185.10:8888/hls/18/index.m3u8
北京卫视,http://60.16.0.36:5757/hls/19/index.m3u8
江苏卫视,http://111.14.186.11:5009/hls/28/index.m3u8
江苏卫视,http://183.129.255.66:8480/hls/33/index.m3u8
江苏卫视,http://58.255.201.222:808/hls/30/index.m3u8
江苏卫视,http://222.142.187.230:8888/hls/20/index.m3u8
江苏卫视,http://114.252.114.191:8899/hls/27/index.m3u8
江苏卫视,http://222.85.50.229:6070/hls/20/index.m3u8
江苏卫视,http://222.142.185.10:8888/hls/20/index.m3u8
江苏卫视,http://114.252.121.120:8899/hls/27/index.m3u8
江苏卫视,http://219.139.124.61:8089/hls/23/index.m3u8
江苏卫视,http://210.76.37.57:1234/hls/34/index.m3u8
江西卫视,http://111.14.186.11:5009/hls/38/index.m3u8
江西卫视,http://58.255.201.222:808/hls/49/index.m3u8
江西卫视,http://123.14.80.113:8888/hls/29/index.m3u8
江西卫视,http://114.252.114.191:8899/hls/28/index.m3u8
江西卫视,http://183.129.255.66:8480/hls/44/index.m3u8
江西卫视,http://222.85.50.229:6070/hls/29/index.m3u8
江西卫视,http://114.252.121.120:8899/hls/28/index.m3u8
江西卫视,http://210.76.37.57:1234/hls/51/index.m3u8
江西卫视,http://60.16.0.36:5757/hls/34/index.m3u8
吉林卫视,http://111.14.186.11:5009/hls/44/index.m3u8
吉林卫视,http://58.255.201.222:808/hls/50/index.m3u8
吉林卫视,http://59.45.161.118:8877/hls/27/index.m3u8
吉林卫视,http://210.76.37.57:1234/hls/44/index.m3u8
吉林卫视,http://60.16.0.36:5757/hls/32/index.m3u8
吉林卫视,http://61.182.89.14:808/hls/36/index.m3u8
湖北卫视,http://111.14.186.11:5009/hls/33/index.m3u8
湖北卫视,http://58.255.201.222:808/hls/34/index.m3u8
湖北卫视,http://123.14.80.113:8888/hls/30/index.m3u8
湖北卫视,http://183.129.255.66:8480/hls/41/index.m3u8
湖北卫视,http://60.16.0.36:5757/hls/24/index.m3u8
湖北卫视,http://114.252.114.191:8899/hls/23/index.m3u8
湖北卫视,http://59.45.161.118:8877/hls/21/index.m3u8
湖北卫视,http://61.182.89.14:808/hls/30/index.m3u8
湖北卫视,http://210.76.37.57:1234/hls/63/index.m3u8
湖北卫视,http://106.46.169.202:9000/hls/30/index.m3u8
深圳卫视,http://123.14.80.113:8888/hls/28/index.m3u8
深圳卫视,http://58.255.201.222:808/hls/32/index.m3u8
深圳卫视,http://111.14.186.11:5009/hls/32/index.m3u8
深圳卫视,http://42.49.176.207:808/hls/34/index.m3u8
深圳卫视,http://183.129.255.66:8480/hls/34/index.m3u8
深圳卫视,http://59.45.161.118:8877/hls/35/index.m3u8
深圳卫视,http://210.76.37.57:1234/hls/54/index.m3u8
深圳卫视,http://113.200.114.168:20000/hls/22/index.m3u8
深圳卫视,http://60.16.0.36:5757/hls/22/index.m3u8
深圳卫视,http://106.46.169.202:9000/hls/28/index.m3u8
安徽卫视,http://111.14.186.11:5009/hls/29/index.m3u8
安徽卫视,http://123.14.80.113:8888/hls/27/index.m3u8
安徽卫视,http://58.255.201.222:808/hls/42/index.m3u8
安徽卫视,http://114.252.121.120:8899/hls/26/index.m3u8
安徽卫视,http://183.129.255.66:8480/hls/28/index.m3u8
安徽卫视,http://222.142.185.10:9003/hls/13/index.m3u8
安徽卫视,http://61.182.89.14:808/hls/29/index.m3u8
安徽卫视,http://114.252.114.191:8899/hls/26/index.m3u8
安徽卫视,http://210.76.37.57:1234/hls/40/index.m3u8
安徽卫视,http://106.46.169.202:9000/hls/21/index.m3u8
重庆卫视,http://111.14.186.11:5009/hls/36/index.m3u8
重庆卫视,http://58.255.201.222:808/hls/41/index.m3u8
重庆卫视,http://60.16.0.36:5757/hls/26/index.m3u8
重庆卫视,http://61.182.89.14:808/hls/33/index.m3u8
重庆卫视,http://210.76.37.57:1234/hls/64/index.m3u8
重庆卫视,http://59.45.161.118:8877/hls/23/index.m3u8
重庆卫视,http://183.129.255.66:8480/hls/37/index.m3u8
重庆卫视,http://219.139.124.61:8089/hls/39/index.m3u8
东南卫视,http://111.14.186.11:5009/hls/31/index.m3u8
东南卫视,http://59.45.161.118:8877/hls/29/index.m3u8
东南卫视,http://58.255.201.222:808/hls/46/index.m3u8
东南卫视,http://210.76.37.57:1234/hls/49/index.m3u8
东南卫视,http://106.46.169.202:9000/hls/36/index.m3u8
东南卫视,http://61.182.89.14:808/hls/34/index.m3u8
广东卫视,http://111.14.186.11:5009/hls/34/index.m3u8
广东卫视,http://58.255.201.222:808/hls/18/index.m3u8
广东卫视,http://183.129.255.66:8480/hls/31/index.m3u8
广东卫视,http://222.85.50.229:6070/hls/22/index.m3u8
广东卫视,http://210.76.37.57:1234/hls/38/index.m3u8
广东卫视,http://60.16.0.36:5757/hls/21/index.m3u8
广东卫视,http://61.182.89.14:808/hls/25/index.m3u8
广东卫视,http://59.45.161.118:8877/hls/30/index.m3u8
广东卫视,http://106.46.169.202:9000/hls/18/index.m3u8
广东卫视,http://hmfs.f3322.net:3388/hls/11/index.m3u8
甘肃卫视,http://58.255.201.222:808/hls/52/index.m3u8
甘肃卫视,http://210.76.37.57:1234/hls/62/index.m3u8
广西卫视,http://111.14.186.11:5009/hls/43/index.m3u8
广西卫视,http://58.255.201.222:808/hls/51/index.m3u8
广西卫视,http://61.182.89.14:808/hls/35/index.m3u8
广西卫视,http://219.139.124.61:8089/hls/17/index.m3u8
贵州卫视,http://111.14.186.11:5009/hls/37/index.m3u8
贵州卫视,http://58.255.201.222:808/hls/43/index.m3u8
贵州卫视,http://59.45.161.118:8877/hls/32/index.m3u8
贵州卫视,http://60.16.0.36:5757/hls/36/index.m3u8
贵州卫视,http://219.139.124.61:8089/hls/30/index.m3u8
贵州卫视,http://106.44.226.206:88/hls/17/index.m3u8
海南卫视,http://59.45.161.118:8877/hls/33/index.m3u8
海南卫视,http://58.255.201.222:808/hls/55/index.m3u8
海南卫视,http://219.139.124.61:8089/hls/31/index.m3u8
河北卫视,http://114.252.121.120:8899/hls/31/index.m3u8
河北卫视,http://111.14.186.11:5009/hls/39/index.m3u8
河北卫视,http://221.13.232.130:1999/hls/26/index.m3u8
河北卫视,http://221.13.232.246:1999/hls/26/index.m3u8
河北卫视,http://58.255.201.222:808/hls/48/index.m3u8
河北卫视,http://114.252.114.191:8899/hls/31/index.m3u8
河北卫视,http://222.85.50.229:6070/hls/28/index.m3u8
河北卫视,http://60.16.0.36:5757/hls/33/index.m3u8
河北卫视,http://210.76.37.57:1234/hls/65/index.m3u8
河北卫视,http://183.129.255.66:8480/hls/39/index.m3u8
河南卫视,http://111.14.186.11:5009/hls/42/index.m3u8
河南卫视,http://123.14.80.113:8888/hls/19/index.m3u8
河南卫视,http://58.255.201.222:808/hls/53/index.m3u8
河南卫视,http://222.142.185.10:8888/hls/9/index.m3u8
河南卫视,http://222.85.50.229:6070/hls/16/index.m3u8
河南卫视,http://222.142.185.10:9003/hls/9/index.m3u8
河南卫视,http://183.129.255.66:8480/hls/38/index.m3u8
河南卫视,http://210.76.37.57:1234/hls/42/index.m3u8
河南卫视,http://106.44.226.206:88/hls/35/index.m3u8
河南卫视,http://219.139.124.61:8089/hls/33/index.m3u8
黑龙江卫视,http://111.14.186.11:5009/hls/35/index.m3u8
黑龙江卫视,http://58.255.201.222:808/hls/33/index.m3u8
黑龙江卫视,http://123.14.80.113:8888/hls/32/index.m3u8
黑龙江卫视,http://222.142.185.10:8888/hls/17/index.m3u8
黑龙江卫视,http://60.16.0.36:5757/hls/35/index.m3u8
黑龙江卫视,http://210.76.37.57:1234/hls/1/index.m3u8
黑龙江卫视,http://183.129.255.66:8480/hls/47/index.m3u8
黑龙江卫视,http://59.45.161.118:8877/hls/28/index.m3u8
黑龙江卫视,http://106.46.169.202:9000/hls/19/index.m3u8
黑龙江卫视,http://61.182.89.14:808/hls/27/index.m3u8
辽宁卫视,http://111.14.186.11:5009/hls/30/index.m3u8
辽宁卫视,http://58.255.201.222:808/hls/38/index.m3u8
辽宁卫视,http://222.85.50.229:6070/hls/25/index.m3u8
辽宁卫视,http://210.76.37.57:1234/hls/37/index.m3u8
辽宁卫视,http://183.129.255.66:8480/hls/46/index.m3u8
辽宁卫视,http://106.46.169.202:9000/hls/22/index.m3u8
辽宁卫视,http://59.45.161.118:8877/hls/17/index.m3u8
辽宁卫视,http://60.16.0.36:5757/hls/16/index.m3u8
辽宁卫视,http://219.139.124.61:8089/hls/26/index.m3u8
辽宁卫视,http://61.182.89.14:808/hls/28/index.m3u8
山东卫视,http://111.14.186.11:5009/hls/17/index.m3u8
山东卫视,http://114.252.121.120:8899/hls/24/index.m3u8
山东卫视,http://183.129.255.66:8480/hls/35/index.m3u8
山东卫视,http://58.255.201.222:808/hls/36/index.m3u8
山东卫视,http://61.182.89.14:808/hls/24/index.m3u8
山东卫视,http://210.76.37.57:1234/hls/50/index.m3u8
山东卫视,http://60.16.0.36:5757/hls/30/index.m3u8
山东卫视,http://123.14.80.113:8888/hls/26/index.m3u8
山东卫视,http://112.27.235.94:8000/hls/34/index.m3u8
山东卫视,http://106.44.226.206:88/hls/27/index.m3u8
山西卫视,http://106.46.169.202:9000/hls/39/index.m3u8
陕西卫视,http://106.46.169.202:9000/hls/23/index.m3u8
陕西卫视,http://222.85.50.229:6070/hls/26/index.m3u8
四川卫视,http://123.14.80.113:8888/hls/31/index.m3u8
四川卫视,http://111.14.186.11:5009/hls/40/index.m3u8
四川卫视,http://183.129.255.66:8480/hls/36/index.m3u8
四川卫视,http://221.13.232.246:1999/hls/28/index.m3u8
四川卫视,http://60.16.0.36:5757/hls/28/index.m3u8
四川卫视,http://210.76.37.57:1234/hls/53/index.m3u8
四川卫视,http://222.85.50.229:6070/hls/32/index.m3u8
四川卫视,http://59.45.161.118:8877/hls/24/index.m3u8
四川卫视,http://106.46.169.202:9000/hls/29/index.m3u8
四川卫视,http://219.139.124.61:8089/hls/21/index.m3u8
天津卫视,http://123.14.80.113:8888/hls/25/index.m3u8
天津卫视,http://183.129.255.66:8480/hls/42/index.m3u8
天津卫视,http://60.16.0.36:5757/hls/27/index.m3u8
天津卫视,http://114.252.114.191:8899/hls/22/index.m3u8
天津卫视,http://59.45.161.118:8877/hls/26/index.m3u8
天津卫视,http://114.252.121.120:8899/hls/22/index.m3u8
天津卫视,http://210.76.37.57:1234/hls/45/index.m3u8
天津卫视,http://222.142.185.10:9003/hls/12/index.m3u8
天津卫视,http://106.46.169.202:9000/hls/31/index.m3u8
天津卫视,http://219.139.124.61:8089/hls/27/index.m3u8
西藏卫视,http://59.45.161.118:8877/hls/36/index.m3u8
新疆卫视,http://59.45.161.118:8877/hls/37/index.m3u8
云南卫视,http://183.129.255.66:8480/hls/40/index.m3u8
云南卫视,http://222.85.50.229:6070/hls/18/index.m3u8
大湾区卫视,http://58.255.201.222:808/hls/22/index.m3u8

☘️广东频道,#genre#
广东体育,http://58.255.201.222:808/hls/20/index.m3u8

☘️浙江频道,#genre#
浙江新闻,http://183.129.255.66:8480/hls/25/index.m3u8
浙江少儿,http://183.129.255.66:8480/hls/23/index.m3u8
杭州综合,http://183.129.255.66:8480/hls/19/index.m3u8
杭州明珠,http://183.129.255.66:8480/hls/20/index.m3u8
杭州生活,http://183.129.255.66:8480/hls/21/index.m3u8
杭州影视,http://183.129.255.66:8480/hls/22/index.m3u8
浙江经济,http://183.129.255.66:8480/hls/26/index.m3u8

☘️北京频道,#genre#
北京卡酷少儿,http://219.139.124.61:8089/hls/37/index.m3u8

☘️上海频道,#genre#
东方财经,http://210.76.37.57:1234/hls/88/index.m3u8
全纪实,http://60.16.0.36:5757/hls/45/index.m3u8
都市剧场,http://60.16.0.36:5757/hls/41/index.m3u8

☘️重庆频道,#genre#

☘️江苏频道,#genre#

☘️辽宁频道,#genre#
辽宁体育,http://59.45.161.118:8877/hls/18/index.m3u8

☘️湖南频道,#genre#
湖南都市,http://42.49.176.207:808/hls/20/index.m3u8
湖南电视剧,http://42.49.176.207:808/hls/21/index.m3u8
湖南电影,http://42.49.176.207:808/hls/22/index.m3u8
湖南娱乐,http://42.49.176.207:808/hls/23/index.m3u8
湖南国际,http://42.49.176.207:808/hls/25/index.m3u8
湖南公共,http://42.49.176.207:808/hls/24/index.m3u8
长沙新闻,http://42.49.176.207:808/hls/28/index.m3u8
长沙政法,http://42.49.176.207:808/hls/29/index.m3u8

☘️湖北频道,#genre#
湖北综合,http://219.139.124.61:8089/hls/36/index.m3u8

☘️广西频道,#genre#

☘️天津频道,#genre#

☘️四川频道,#genre#

☘️陕西频道,#genre#

☘️福建频道,#genre#

☘️海南频道,#genre#

☘️河南频道,#genre#
梨园,http://111.14.186.11:5009/hls/46/index.m3u8
河南公共,http://222.142.187.230:9003/hls/29/index.m3u8
河南公共,http://222.142.185.10:8888/hls/29/index.m3u8
河南公共,http://222.142.185.10:9003/hls/29/index.m3u8
河南公共,http://222.142.187.230:8888/hls/29/index.m3u8
河南新闻,http://222.142.187.230:8888/hls/28/index.m3u8
河南新闻,http://222.142.187.230:9003/hls/28/index.m3u8
河南新闻,http://222.142.185.10:9003/hls/28/index.m3u8
河南新闻,http://222.142.185.10:8888/hls/28/index.m3u8
河南民生,http://222.142.187.230:9003/hls/25/index.m3u8
河南民生,http://222.142.187.230:8888/hls/25/index.m3u8
河南民生,http://222.142.185.10:9003/hls/25/index.m3u8
河南民生,http://222.142.185.10:8888/hls/25/index.m3u8
河南法治,http://222.142.187.230:9003/hls/26/index.m3u8
河南法治,http://222.142.185.10:9003/hls/26/index.m3u8
河南法治,http://222.142.187.230:8888/hls/26/index.m3u8
河南法治,http://222.142.185.10:8888/hls/26/index.m3u8
河南电视剧,http://222.142.187.230:9003/hls/27/index.m3u8
河南电视剧,http://222.142.187.230:8888/hls/27/index.m3u8
河南电视剧,http://222.142.185.10:9003/hls/27/index.m3u8
河南电视剧,http://222.142.185.10:8888/hls/27/index.m3u8
河南都市,http://222.142.187.230:8888/hls/24/index.m3u8
河南都市,http://222.142.187.230:9003/hls/24/index.m3u8
河南都市,http://222.142.185.10:9003/hls/24/index.m3u8
河南都市,http://222.142.185.10:8888/hls/24/index.m3u8

☘️河北频道,#genre#

☘️贵州频道,#genre#

☘️甘肃频道,#genre#

☘️新疆频道,#genre#

☘️山东频道,#genre#
山东少儿,http://111.14.186.11:5009/hls/24/index.m3u8
